"PE-3","3","0","Physical Access Control","The organization: Enforces physical access authorizations for all physical access points (including designated entry/exit points) to the facility where the information system resides (excluding those areas within the facility officially designated as publ","The organization determines the types of guards needed, for example, professional physical security staff or other personnel such as administrative staff or information system users, as deemed appropriate. Physical access devices include, for example, key","1","349","1"
"PE-4","2","0","Access Control for Transmission Medium","The organization controls physical access to information system distribution and transmission lines within organizational facilities.","Physical protections applied to information system distribution and transmission lines help prevent accidental damage, disruption, and physical tampering. Additionally, physical protections are necessary to help prevent eavesdropping or in transit modific","1","356","1"
"PE-5","2","0","Access Control for Output Devices","The organization controls physical access to information system output devices to prevent unauthorized individuals from obtaining the output.","Monitors, printers, and audio devices are examples of information system output devices.","1","357","1"
"PE-6","3","0","Monitoring Physical Access","The organization: Monitors physical access to the information system to detect and respond to physical security incidents; Reviews physical access logs [ Assignment: organization-defined frequency ]; and Coordinates results of reviews and investigations w","Investigation of and response to detected physical security incidents, including apparent security violations or suspicious physical access activities, are part of the organizations incident response capability.","1","358","1"
"PE-7","3","0","Visitor Control","The organization controls physical access to the information system by authenticating visitors before authorizing access to the facility where the information system resides other than areas designated as publicly accessible.","Individuals (to include organizational employees, contract personnel, and others) with permanent authorization credentials for the facility are not considered visitors.","1","361","1"
"PE-8","3","0","Access Records","The organization: Maintains visitor access records to the facility where the information system resides (except for those areas within the facility officially designated as publicly accessible); and Reviews visitor access records [ Assignment: organizatio","Visitor access records include, for example, name/organization of the person visiting, signature of the visitor, form(s) of identification, date of access, time of entry and departure, purpose of visit, and name/organization of person visited.","3","362","1"
"PE-9","2","0","Power Equipment and Power Cabling","The organization protects power equipment and power cabling for the information system from damage and destruction.","This control, to include any enhancements specified, may be satisfied by similar requirements fulfilled by another organizational entity other than the information security program. Organizations avoid duplicating actions already covered.","1","365","1"
"PE-10","2","0","Emergency Shutoff","The organization: Provides the capability of shutting off power to the information system or individual system components in emergency situations; Places emergency shutoff switches or devices in [ Assignment: organization-defined location by information s","This control applies to facilities containing concentrations of information system resources, for example, data centers, server rooms, and mainframe computer rooms.","1","368","1"
"PE-11","2","0","Emergency Power","The organization provides a short-term uninterruptible power supply to facilitate an orderly shutdown of the information system in the event of a primary power source loss.","This control, to include any enhancements specified, may be satisfied by similar requirements fulfilled by another organizational entity other than the information security program. Organizations avoid duplicating actions already covered.","1","370","1"
"PE-12","3","0","Emergency Lighting","The organization employs and maintains automatic emergency lighting for the information system that activates in the event of a power outage or disruption and that covers emergency exits and evacuation routes within the facility.","This control, to include any enhancements specified, may be satisfied by similar requirements fulfilled by another organizational entity other than the information security program. Organizations avoid duplicating actions already covered.","1","373","1"
"PE-13","3","0","Fire Protection","The organization employs and maintains fire suppression and detection devices/systems for the information system that are supported by an independent energy source.","Fire suppression and detection devices/systems include, for example, sprinkler systems, handheld fire extinguishers, fixed fire hoses, and smoke detectors. This control, to include any enhancements specified, may be satisfied by similar requirements fulfi","1","375","1"
"PE-14","3","0","Temperature and Humidity Controls","The organization: Maintains temperature and humidity levels within the facility where the information system resides at [ Assignment: organization-defined acceptable levels ]; and Monitors temperature and humidity levels [ Assignment: organization-defined","This control, to include any enhancements specified, may be satisfied by similar requirements fulfilled by another organizational entity other than the information security program. Organizations avoid duplicating actions already covered.","1","380","1"
"PE-15","3","0","Water Damage Protection","The organization protects the information system from damage resulting from water leakage by providing master shutoff valves that are accessible, working properly, and known to key personnel.","This control, to include any enhancements specified, may be satisfied by similar requirements fulfilled by another organizational entity other than the information security program. Organizations avoid duplicating actions already covered.","1","383","1"
"PE-16","3","0","Delivery and Removal","The organization authorizes, monitors, and controls [ Assignment: organization-defined types of information system components ] entering and exiting the facility and maintains records of those items.","Effectively enforcing authorizations for entry and exit of information system components may require restricting access to delivery areas and possibly isolating the areas from the information system and media libraries.","1","385","1"
"PE-17","2","0","Alternate Work Site","The organization: Employs [ Assignment: organization-defined management, operational, and technical information system security controls ] at alternate work sites; Assesses as feasible, the effectiveness of security controls at alternate work sites; and P","Alternate work sites may include, for example, government facilities or private residences of employees. The organization may define different sets of security controls for specific alternate work sites or types of sites.","1","386","1"
"PE-18","2","0","Location of Information System Components","The organization positions information system components within the facility to minimize potential damage from physical and environmental hazards and to minimize the opportunity for unauthorized access.","Physical and environmental hazards include, for example, flooding, fire, tornados, earthquakes, hurricanes, acts of terrorism, vandalism, electromagnetic pulse, electrical interference, and electromagnetic radiation. Whenever possible, the organization al","2","387","1"
"PE-19","0","0","Information Leakage","The organization protects the information system from information leakage due to electromagnetic signals emanations.","The security categorization of the information system (with respect to confidentiality) and organizational security policy guides the application of safeguards and countermeasures employed to protect the information system against information leakage due ","0","389","1"
"PL-1","3","0","Security Planning Policy and Procedures","The organization develops, disseminates, and reviews/updates [ Assignment: organization-defined frequency ]: A formal, documented security planning policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among or","This control is intended to produce the policy and procedures that are required for the effective implementation of selected security controls and control enhancements in the security planning family. The policy and procedures are consistent with applicab","1","391","1"
"PL-2","3","0","System Security Plan","The organization: Develops a security plan for the information system that: - Is consistent with the organizations enterprise architecture; - Explicitly defines the authorization boundary for the system; - Describes the operational context of the informat","The security plan contains sufficient information (including specification of parameters for assignment and selection statements in security controls either explicitly or by reference) to enable an implementation that is unambiguously compliant with the i","1","392","1"
"PL-3","0","1","System Security Plan Update","Withdrawn: Incorporated into PL-2 ].",\N,\N,"395","1"
"PL-4","3","0","Rules of Behavior","The organization: Establishes and makes readily available to all information system users, the rules that describe their responsibilities and expected behavior with regard to information and information system usage; and Receives signed acknowledgment fro","The organization considers different sets of rules based on user roles and responsibilities, for example, differentiating between the rules that apply to privileged users and rules that apply to general users. Electronic signatures are acceptable for use ","1","396","1"
"PL-5","3","0","Privacy Impact Assessment","The organization conducts a privacy impact assessment on the information system in accordance with OMB policy.","None.","1","398","1"
"PL-6","2","0","Security-related Activity Planning","The organization plans and coordinates security-related activities affecting the information system before conducting such activities in order to reduce the impact on organizational operations (i.e., mission, functions, image, and reputation), organizatio","Security-related activities include, for example, security assessments, audits, system hardware and software maintenance, and contingency plan testing/exercises. Organizational advance planning and coordination includes both emergency and nonemergency (i.","3","399","1"
"PS-1","3","0","Personnel Security Policy and Procedures","The organization develops, disseminates, and reviews/updates [ Assignment: organization-defined frequency ]: A formal, documented personnel security policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among o","This control is intended to produce the policy and procedures that are required for the effective implementation of selected security controls and control enhancements in the personnel security family. The policy and procedures are consistent with applica","1","400","1"
"PS-2","3","0","Position Categorization","The organization: Assigns a risk designation to all positions; Establishes screening criteria for individuals filling those positions; and Reviews and revises position risk designations [ Assignment: organization-defined frequency ].","Position risk designations are consistent with Office of Personnel Management policy and guidance. The screening criteria include explicit information security role appointment requirements (e.g., training, security clearance).","1","401","1"
"PS-3","3","0","Personnel Screening","The organization: Screens individuals prior to authorizing access to the information system; and Rescreens individuals according to [ Assignment: organization-defined list of conditions requiring rescreening and, where re-screening is so indicated, the fr","Screening and rescreening are consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, guidance, and the criteria established for the risk designation of the assigned position. The organization may define di","1","402","1"
"PS-4","3","0","Personnel Termination","The organization, upon termination of individual employment: Terminates information system access; Conducts exit interviews; Retrieves all security-related organizational information system-related property; and Retains access to organizational informatio","Information system-related property includes, for example, hardware authentication tokens, system administration technical manuals, keys, identification cards, and building passes. Exit interviews ensure that individuals understand any security constraint","2","405","1"
"PS-5","3","0","Personnel Transfer","The organization reviews logical and physical access authorizations to information systems/facilities when personnel are reassigned or transferred to other positions within the organization and initiates [ Assignment: organization-defined transfer or reas","This control applies when the reassignment or transfer of an employee is permanent or of such an extended duration as to make the actions warranted. In addition the organization defines the actions appropriate for the type of reassignment or transfer; whe","2","406","1"
"PS-6","3","0","Access Agreements","The organization: Ensures that individuals requiring access to organizational information and information systems sign appropriate access agreements prior to being granted access; and Reviews/updates the access agreements [ Assignment: organization-define","Access agreements include, for example, nondisclosure agreements, acceptable use agreements, rules of behavior, and conflict-of-interest agreements. Signed access agreements include an acknowledgement that individuals have read, understand, and agree to a","3","407","1"
"PS-7","3","0","Third-party Personnel Security","The organization: Establishes personnel security requirements including security roles and responsibilities for third-party providers; Documents personnel security requirements; and Monitors provider compliance.","Third-party providers include, for example, service bureaus, contractors, and other organizations providing information system development, information technology services, outsourced applications, and network and security management. The organization exp","1","410","1"
"PS-8","3","0","Personnel Sanctions","The organization employs a formal sanctions process for personnel failing to comply with established information security policies and procedures.","The sanctions process is consistent with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance. The process is described in access agreements and can be included as part of the general personnel policies and","3","411","1"
"RA-1","3","0","Risk Assessment Policy and Procedures","The organization develops, disseminates, and reviews/updates [ Assignment: organization-defined frequency ]: A formal, documented risk assessment policy that addresses purpose, scope, roles, responsibilities, management commitment, coordination among orga","This control is intended to produce the policy and procedures that are required for the effective implementation of selected security controls and control enhancements in the risk assessment family. The policy and procedures are consistent with applicable","1","412","1"
"RA-2","3","0","Security Categorization","The organization: Categorizes information and the information system in accordance with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance; Documents the security categorization results (including support","A clearly defined authorization boundary is a prerequisite for an effective security categorization. Security categorization describes the potential adverse impacts to organizational operations, organizational assets, and individuals should the informatio","1","413","1"
"RA-3","3","0","Risk Assessment","The organization: Conducts an assessment of risk, including the likelihood and magnitude of harm, from the unauthorized access, use, disclosure, disruption, modification, or destruction of the information system and the information it processes, stores, o","A clearly defined authorization boundary is a prerequisite for an effective risk assessment. Risk assessments take into account vulnerabilities, threat sources, and security controls planned or in place to determine the level of residual risk posed to org","1","414","1"
"RA-4","0","1","Risk Assessment Update"," Withdrawn: Incorporated into RA-3 ].",\N,\N,"415","1"
"RA-5","3","0","Vulnerability Scanning","The organization: Scans for vulnerabilities in the information system and hosted applications [ Assignment: organization-defined frequency and/or randomly in accordance with organization-defined process ] and when new vulnerabilities potentially affecting","The security categorization of the information system guides the frequency and comprehensiveness of the vulnerability scans. Vulnerability analysis for custom software and applications may require additional, more specialized techniques and approaches (e.","1","416","1"
"SA-1","3","0","System and Services Acquisition Policy and Procedures","The organization develops, disseminates, and reviews/updates [ Assignment: organization-defined frequency ]: A formal, documented system and services acquisition policy that includes information security considerations and that addresses purpose, scope, r","This control is intended to produce the policy and procedures that are required for the effective implementation of selected security controls and control enhancements in the system and services acquisition family. The policy and procedures are consistent","1","426","1"
"SA-2","3","0","Allocation of Resources","The organization: Includes a determination of information security requirements for the information system in mission/business process planning; Determines, documents, and allocates the resources required to protect the information system as part of its c","Related controls: PM-3, PM-11.","1","427","1"
"SA-3","3","0","Life Cycle Support","The organization: Manages the information system using a system development life cycle methodology that includes information security considerations; Defines and documents information system security roles and responsibilities throughout the system develo","Related control: PM-7.","1","428","1"
"SA-4","3","0","Acquisitions","The organization includes the following requirements and/or specifications, explicitly or by reference, in information system acquisition contracts based on an assessment of risk and in accordance with applicable federal laws, Executive Orders, directives","The acquisition documents for information systems, information system components, and information system services include, either explicitly or by reference, security requirements that describe: (i) required security capabilities (i.e., security needs and","1","429","1"
"SA-5","3","0","Information System Documentation","The organization: Obtains, protects as required, and makes available to authorized personnel, administrator documentation for the information system that describes: Secure configuration, installation, and operation of the information system; Effective use","The inability of the organization to obtain necessary information system documentation may occur, for example, due to the age of the system and/or lack of support from the vendor/contractor. In those situations, organizations may need to recreate selected","2","437","1"
"SA-6","3","0","Software Usage Restrictions","The organization: Uses software and associated documentation in accordance with contract agreements and copyright laws; Employs tracking systems for software and associated documentation protected by quantity licenses to control copying and distribution; ","Tracking systems can include, for example, simple spreadsheets or fully automated, specialized applications depending on the needs of the organization.","1","443","1"
"SA-7","3","0","User-installed Software","The organization enforces explicit rules governing the installation of software by users.","If provided the necessary privileges, users have the ability to install software. The organization identifies what types of software installations are permitted (e.g., updates and security patches to existing software) and what types of installations are ","1","444","1"
"SA-8","2","0","Security Engineering Principles","The organization applies information system security engineering principles in the specification, design, development, implementation, and modification of the information system.","The application of security engineering principles is primarily targeted at new development information systems or systems undergoing major upgrades and is integrated into the system development life cycle. For legacy information systems, the organization","1","445","1"
"SA-9","3","0","External Information System Services","The organization: Requires that providers of external information system services comply with organizational information security requirements and employ appropriate security controls in accordance with applicable federal laws, Executive Orders, directive","An external information system service is a service that is implemented outside of the authorization boundary of the organizational information system (i.e., a service that is used by, but not a part of, the organizational information system). Relationshi","1","446","1"
"SA-10","2","0","Developer Configuration Management","The organization requires that information system developers/integrators: Perform configuration management during information system design, development, implementation, and operation; Manage and control changes to the information system; Implement only o","Related controls: CM-3, CM-4, CM-9.","1","448","1"
"SA-11","2","0","Developer Security Testing","The organization requires that information system developers/integrators, in consultation with associated security personnel (including security engineers): Create and implement a security test and evaluation plan; Implement a verifiable flaw remediation ","Developmental security test results are used to the greatest extent feasible after verification of the results and recognizing that these results are impacted whenever there have been security-relevant modifications to the information system subsequent to","2","451","1"
"SA-12","1","0","Supply Chain Protection","The organization protects against supply chain threats by employing: [ Assignment: organization-defined list of measures to protect against supply chain threats ] as part of a comprehensive, defense-in-breadth information security strategy.","A defense-in-breadth approach helps to protect information systems (including the information technology products that compose those systems) throughout the system development life cycle (i.e., during design and development, manufacturing, packaging, asse","1","455","1"
"PM-1","-1","0","Information Security Program Plan","The organization: Develops and disseminates an organization-wide information security program plan that: - Provides an overview of the requirements for the security program and a description of the security program management controls and common controls ","The information security program plan can be represented in a single document or compilation of documents at the discretion of the organization. The plan documents the organization-wide program management controls and organization-defined common controls.","1","460","1"
"PM-2","-1","0","Senior Information Security Officer","The organization appoints a senior information security officer with the mission and resources to coordinate, develop, implement, and maintain an organization-wide information security program.","The security officer described in this control is an organizational official. For a federal agency (as defined in applicable federal laws, Executive Orders, directives, policies, or regulations) this official is the Senior Agency Information Security Offi","1","461","1"
"PM-3","-1","0","Information Security Resources","The organization: Ensures that all capital planning and investment requests include the resources needed to implement the information security program and documents all exceptions to this requirement; Employs a business case/Exhibit 300/Exhibit 53 to reco","Organizations may designate and empower an Investment Review Board (or similar group) to manage and provide oversight for the information security-related aspects of the capital planning and investment control process. Related controls: PM-4, SA-2.","1","462","1"
"PM-4","-1","0","Plan of Action and Milestones Process","The organization implements a process for ensuring that plans of action and milestones for the security program and the associated organizational information systems are maintained and document the remedial information security actions to mitigate risk to","The plan of action and milestones is a key document in the information security program and is subject to federal reporting requirements established by OMB. The plan of action and milestones updates are based on the findings from security control assessme","1","463","1"
"PM-5","-1","0","Information System Inventory","The organization develops and maintains an inventory of its information systems.","This control addresses the inventory requirements in FISMA. OMB provides guidance on developing information systems inventories and associated reporting requirements.","1","464","1"
"PM-6","-1","0","Information Security Measures of Performance","The organization develops, monitors, and reports on the results of information security measures of performance.","Measures of performance are outcome-based metrics used by an organization to measure the effectiveness or efficiency of the information security program and the security controls employed in support of the program.","1","465","1"
"PM-7","-1","0","Enterprise Architecture","The organization develops an enterprise architecture with consideration for information security and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nation.","The enterprise architecture developed by the organization is aligned with the Federal Enterprise Architecture. The integration of information security requirements and associated security controls into the organizations enterprise architecture helps to en","1","466","1"
"PM-8","-1","0","Critical Infrastructure Plan","The organization addresses information security issues in the development, documentation, and updating of a critical infrastructure and key resources protection plan.","The requirement and guidance for defining critical infrastructure and key resources and for preparing an associated critical infrastructure protection plan are found in applicable federal laws, Executive Orders, directives, policies, regulations, standard","1","467","1"
"PM-9","-1","0","Risk Management Strategy","The organization: Develops a comprehensive strategy to manage risk to organizational operations and assets, individuals, other organizations, and the Nation associated with the operation and use of information systems; and Implements that strategy consist","An organization-wide risk management strategy includes, for example, an unambiguous expression of the risk tolerance for the organization, acceptable risk assessment methodologies, risk mitigation strategies, a process for consistently evaluating risk acr","1","468","1"
"PM-10","-1","0","Security Authorization Process","The organization: Manages (i.e., documents, tracks, and reports) the security state of organizational information systems through security authorization processes; Designates individuals to fulfill specific roles and responsibilities within the organizati","The security authorization process for information systems requires the implementation of the Risk Management Framework and the employment of associated security standards and guidelines. Specific roles within the risk management process include a designa","1","469","1"
"PM-11","-1","0","Mission/business Process Definition","The organization: Defines mission/business processes with consideration for information security and the resulting risk to organizational operations, organizational assets, individuals, other organizations, and the Nation; and Determines information prote","Information protection needs are technology-independent, required capabilities to counter threats to organizations, individuals, or the Nation through the compromise of information (i.e., loss of confidentiality, integrity, or availability). Information p","1","470","1"
"SA-13","1","0","Trustworthiness","The organization requires that the information system meets [ Assignment: organization-defined level of trustworthiness ].","The intent of this control is to ensure that organizations recognize the importance of trustworthiness and making explicit trustworthiness decisions when designing, developing, and implementing organizational information systems. Trustworthiness is a char","1","493","1"
"SA-14","0","0","Critical Information System Components","The organization: Determines [ Assignment: organization-defined list of critical information system components that require re-implementation ]; and Re-implements or custom develops such information system components.","The underlying assumption is that the list of information technology products defined by the organization cannot be trusted due to threats from the supply chain that the organization finds unacceptable. The organization re-implements or custom develops su","0","494","1"
"SC-1","3","0","System and Communications Protection Policy and Procedures","The organization develops, disseminates, and reviews/updates [ Assignment: organization-defined frequency ]: A formal, documented system and communications protection policy that addresses purpose, scope, roles, responsibilities, management commitment, co","This control is intended to produce the policy and procedures that are required for the effective implementation of selected security controls and control enhancements in the system and communications protection family. The policy and procedures are consi","1","496","1"
"SC-2","2","0","Application Partitioning","The information system separates user functionality (including user interface services) from information system management functionality.","Information system management functionality includes, for example, functions necessary to administer databases, network components, workstations, or servers, and typically requires privileged user access. The separation of user functionality from informat","1","497","1"
"SC-3","1","0","Security Function Isolation","The information system isolates security functions from nonsecurity functions.","The information system isolates security functions from nonsecurity functions by means of an isolation boundary (implemented via partitions and domains) that controls access to and protects the integrity of, the hardware, software, and firmware that perfo","1","499","1"
"SC-4","2","0","Information In Shared Resources","The information system prevents unauthorized and unintended information transfer via shared system resources.","The purpose of this control is to prevent information, including encrypted representations of information, produced by the actions of a prior user/role (or the actions of a process acting on behalf of a prior user/role) from being available to any current","1","505","1"
"SC-5","3","0","Denial of Service Protection","The information system protects against or limits the effects of the following types of denial of service attacks: [ Assignment: organization-defined list of types of denial of service attacks or reference to source for current list ].","A variety of technologies exist to limit, or in some cases, eliminate the effects of denial of service attacks. For example, boundary protection devices can filter certain types of packets to protect devices on an organizations internal network from being","1","507","1"
"SC-6","0","0","Resource Priority","The information system limits the use of resources by priority.","Priority protection helps prevent a lower-priority process from delaying or interfering with the information system servicing any higher-priority process. This control does not apply to components in the information system for which there is only a single","0","510","1"
"SC-7","3","0","Boundary Protection","The information system: Monitors and controls communications at the external boundary of the system and at key internal boundaries within the system; and Connects to external networks or information systems only through managed interfaces consisting of bo","Restricting external web traffic only to organizational web servers within managed interfaces and prohibiting external traffic that appears to be spoofing an internal address as the source are examples of restricting and prohibiting communications. Manage","1","511","1"
"SC-8","2","0","Transmission Integrity","The information system protects the integrity of transmitted information.","This control applies to communications across internal and external networks. If the organization is relying on a commercial service provider for transmission services as a commodity item rather than a fully dedicated service, it may be more difficult to ","1","530","1"
"SC-9","2","0","Transmission Confidentiality","The information system protects the confidentiality of transmitted information.","This control applies to communications across internal and external networks. If the organization is relying on a commercial service provider for transmission services as a commodity item rather than a fully dedicated service, it may be more difficult to ","1","533","1"
"SC-10","2","0","Network Disconnect","The information system terminates the network connection associated with a communications session at the end of the session or after [ Assignment: organization-defined time period ] of inactivity.","This control applies to both internal and external networks. Terminating network connections associated with communications sessions include, for example, de-allocating associated TCP/IP address/port pairs at the operating-system level, or de-allocating n","2","536","1"
"SC-11","0","0","Trusted Path","The information system establishes a trusted communications path between the user and the following security functions of the system: [ Assignment: organization-defined security functions to include at a minimum, information system authentication and reau","A trusted path is employed for high-confidence connections between the security functions of the information system and the user (e.g., for login).","0","537","1"
"SC-12","3","0","Cryptographic Key Establishment and Management","The organization establishes and manages cryptographic keys for required cryptography employed within the information system.","Cryptographic key management and establishment can be performed using manual procedures or automated mechanisms with supporting manual procedures. In addition to being required for the effective operation of a cryptographic mechanism, effective cryptograp","1","538","1"
"SC-13","3","0","Use of Cryptography","The information system implements required cryptographic protections using cryptographic modules that comply with applicable federal laws, Executive Orders, directives, policies, regulations, standards, and guidance.","None.","1","544","1"
"SC-14","3","0","Public Access Protections","The information system protects the integrity and availability of publicly available information and applications.","The purpose of this control is to ensure that organizations explicitly address the protection needs for public information and applications with such protection likely being implemented as part of other security controls.","1","549","1"
"SC-15","3","0","Collaborative Computing Devices","The information system: Prohibits remote activation of collaborative computing devices with the following exceptions: [ Assignment: organization-defined exceptions where remote activation is to be allowed ]; and Provides an explicit indication of use to u","Collaborative computing devices include, for example, networked white boards, cameras, and microphones. Explicit indication of use includes, for example, signals to users when collaborative computing devices are activated.","1","550","1"
"SC-16","0","0","Transmission of Security Attributes","The information system associates security attributes with information exchanged between information systems.","Security attributes may be explicitly or implicitly associated with the information contained within the information system. Related control: AC-16.","0","554","1"
"SC-17","2","0","Public Key Infrastructure Certificates","The organization issues public key certificates under an [ Assignment: organization-defined certificate policy ] or obtains public key certificates under an appropriate certificate policy from an approved service provider.","For user certificates, each organization attains certificates from an approved, shared service provider, as required by OMB policy. For federal agencies operating a legacy public key infrastructure cross-certified with the Federal Bridge Certification Aut","1","556","1"
"SC-18","2","0","Mobile Code","The organization: Defines acceptable and unacceptable mobile code and mobile code technologies; Establishes usage restrictions and implementation guidance for acceptable mobile code and mobile code technologies; and Authorizes, monitors, and controls the ","Decisions regarding the employment of mobile code within organizational information systems are based on the potential for the code to cause damage to the system if used maliciously. Mobile code technologies include, for example, Java, JavaScript, ActiveX","1","557","1"
"SC-19","2","0","Voice Over Internet Protocol","The organization: Establishes usage restrictions and implementation guidance for Voice over Internet Protocol (VoIP) technologies based on the potential to cause damage to the information system if used maliciously; and Authorizes, monitors, and controls ","None.","1","562","1"
"SC-20","3","0","Secure Name / Address Resolution Service (Authoritative Source)","The information system provides additional data origin and integrity artifacts along with the authoritative data the system returns in response to name/address resolution queries.","This control enables remote clients to obtain origin authentication and integrity verification assurances for the host/service name to network address resolution information obtained through the service. A domain name system (DNS) server is an example of ","1","563","1"
"SC-21","1","0","Secure Name / Address Resolution Service (Recursive Or Caching Resolver)","The information system performs data origin authentication and data integrity verification on the name/address resolution responses the system receives from authoritative sources when requested by client systems.","A recursive resolving or caching domain name system (DNS) server is an example of an information system that provides name/address resolution service for local clients. Authoritative DNS servers are examples of authoritative sources. Information systems t","1","565","1"
"SC-22","2","0","Architecture and Provisioning for Name / Address Resolution Service","The information systems that collectively provide name/address resolution service for an organization are fault-tolerant and implement internal/external role separation.","A domain name system (DNS) server is an example of an information system that provides name/address resolution service. To eliminate single points of failure and to enhance redundancy, there are typically at least two authoritative domain name system (DNS","1","567","1"
"SC-23","2","0","Session Authenticity","The information system provides mechanisms to protect the authenticity of communications sessions.","This control focuses on communications protection at the session, versus packet, level. The intent of this control is to establish grounds for confidence at each end of a communications session in the ongoing identity of the other party and in the validit","1","568","1"
"SC-24","1","0","Fail In Known State","The information system fails to a [ Assignment: organization-defined known-state ] for [ Assignment: organization-defined types of failures ] preserving [ Assignment: organization-defined system state information ] in failure.","Failure in a known state can address safety or security in accordance with the mission/business needs of the organization. Failure in a known secure state helps prevent a loss of confidentiality, integrity, or availability in the event of a failure of the","1","573","1"
"SC-25","0","0","Thin Nodes","The information system employs processing components that have minimal functionality and information storage.","The deployment of information system components with minimal functionality (e.g., diskless nodes and thin client technologies) reduces the need to secure every user endpoint, and may reduce the exposure of information, information systems, and services to","0","574","1"
"SC-26","0","0","Honeypots","The information system includes components specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting, and analyzing such attacks.","None.","0","575","1"
"SC-27","0","0","Operating System-independent Applications","The information system includes: [ Assignment: organization-defined operating system-independent applications ].","Operating system-independent applications are applications that can run on multiple operating systems. Such applications promote portability and reconstitution on different platform architectures, increasing the availability for critical functionality wit","0","577","1"
"SC-28","2","0","Protection of Information At Rest","The information system protects the confidentiality and integrity of information at rest.","This control is intended to address the confidentiality and integrity of information at rest in nonmobile devices and covers user information and system information. Information at rest refers to the state of information when it is located on a secondary ","1","578","1"
"SC-29","0","0","Heterogeneity","The organization employs diverse information technologies in the implementation of the information system.","Increasing the diversity of information technologies within the information system reduces the impact of the exploitation of a specific technology. Organizations that select this control should consider that an increase in diversity may add complexity and","0","580","1"
"SC-30","0","0","Virtualization Techniques","The organization employs virtualization techniques to present information system components as other types of components, or components with differing configurations.","Virtualization techniques provide organizations with the ability to disguise information systems, potentially reducing the likelihood of successful attacks without the cost of having multiple platforms.","0","581","1"
"SC-31","0","0","Covert Channel Analysis","The organization requires that information system developers/integrators perform a covert channel analysis to identify those aspects of system communication that are potential avenues for covert storage and timing channels.","Information system developers/integrators are in the best position to identify potential avenues within the system that might lead to covert channels. Covert channel analysis is a meaningful activity when there is the potential for unauthorized informatio","0","584","1"
"SC-32","2","0","Information System Partitioning","The organization partitions the information system into components residing in separate physical domains (or environments) as deemed necessary.","Information system partitioning is a part of a defense-in-depth protection strategy. An organizational assessment of risk guides the partitioning of information system components into separate physical domains (or environments). The security categorizatio","1","586","1"
"SC-33","0","0","Transmission Preparation Integrity","The information system protects the integrity of information during the processes of data aggregation, packaging, and transformation in preparation for transmission.","Information can be subjected to unauthorized changes (e.g., malicious and/or unintentional modification) at information aggregation or protocol transformation points.","0","587","1"
"SC-34","0","0","Non-modifiable Executable Programs","The information system at [ Assignment: organization-defined information system components ]: Loads and executes the operating environment from hardware-enforced, read-only media; and Loads and executes [ Assignment: organization-defined applications ] fr","In this control, the term operating environment is defined as the code upon which applications are hosted, for example, a monitor, executive, operating system, or application running directly on the hardware platform. Hardware-enforced, read-only media in","0","588","1"
"SI-1","3","0","System and Information Integrity Policy and Procedures","The organization develops, disseminates, and reviews/updates [ Assignment: organization-defined frequency ]: A formal, documented system and information integrity policy that addresses purpose, scope, roles, responsibilities, management commitment, coordi","This control is intended to produce the policy and procedures that are required for the effective implementation of selected security controls and control enhancements in the system and information integrity family. The policy and procedures are consisten","1","591","1"
"SI-2","3","0","Flaw Remediation","The organization: Identifies, reports, and corrects information system flaws; Tests software updates related to flaw remediation for effectiveness and potential side effects on organizational information systems before installation; and Incorporates flaw ","The organization identifies information systems containing software affected by recently announced software flaws (and potential vulnerabilities resulting from those flaws) and reports this information to designated organizational officials with informati","1","592","1"
"SI-3","3","0","Malicious Code Protection","The organization: Employs malicious code protection mechanisms at information system entry and exit points and at workstations, servers, or mobile computing devices on the network to detect and eradicate malicious code: - Transported by electronic mail, e","Information system entry and exit points include, for example, firewalls, electronic mail servers, web servers, proxy servers, and remote-access servers. Malicious code includes, for example, viruses, worms, Trojan horses, and spyware. Malicious code can ","1","597","1"
"SI-4","2","0","Information System Monitoring","The organization: Monitors events on the information system in accordance with [ Assignment: organization-defined monitoring objectives ] and detects information system attacks; Identifies unauthorized use of the information system; Deploys monitoring dev","Information system monitoring includes external and internal monitoring. External monitoring includes the observation of events occurring at the system boundary (i.e., part of perimeter defense and boundary protection). Internal monitoring includes the ob","1","604","1"
"SI-5","3","0","Security Alerts, Advisories, and Directives","The organization: Receives information system security alerts, advisories, and directives from designated external organizations on an ongoing basis; Generates internal security alerts, advisories, and directives as deemed necessary; Disseminates security","Security alerts and advisories are generated by the United States Computer Emergency Readiness Team (US-CERT) to maintain situational awareness across the federal government. Security directives are issued by OMB or other designated organizations with the","1","622","1"
"SI-6","1","0","Security Functionality Verification","The information system verifies the correct operation of security functions [ Selection (one or more): [ Assignment: organization-defined system transitional states ] ; upon command by user with appropriate privilege; periodically every [ Assignment: orga","The need to verify security functionality applies to all security functions. For those security functions that are not able to execute automated self-tests, the organization either implements compensating security controls or explicitly accepts the risk o","1","624","1"
